지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
군위,2017-01-02 1:00,-3.3,0,0,0,1014.7,1025.3,94.6,0,0
군위,2017-01-02 2:00,-3.2,0,0.4,0,1014.3,1024.9,94.8,0,0
군위,2017-01-02 3:00,-3.8,49.3,0.9,0,1014.5,1025.1,94.7,0,0
군위,2017-01-02 4:00,-3.8,243,0.6,0,1014.3,1024.9,94.4,0,0
군위,2017-01-02 5:00,-3.5,0,0.4,0,1014.2,1024.8,94.2,0,0
군위,2017-01-02 6:00,-3.4,0,0.1,0,1013.2,1023.8,94.1,0,0
군위,2017-01-02 7:00,-4.6,0,0.4,0,1013.4,1024,94,0,0
군위,2017-01-02 8:00,-4.5,0,0.1,0,1013.3,1023.9,94.1,0,0
군위,2017-01-02 9:00,-2.5,0,0.3,0,1013.6,1024.2,94,0,0
군위,2017-01-02 10:00,-1.3,0,0.1,0,1013.7,1024.2,93.8,0,0
군위,2017-01-02 11:00,2,269.4,0.5,0,1013.5,1023.9,87.3,0,0
군위,2017-01-02 12:00,6.2,270.6,0.6,0,1012.6,1022.8,71.4,0,0
군위,2017-01-02 13:00,8,77.4,0.7,0,1011.7,1021.8,64.8,0,0
군위,2017-01-02 14:00,9.9,73.7,0.9,0,1010.9,1021,58.9,0,0
군위,2017-01-02 15:00,10.6,249.7,2.9,0,1010.6,1020.6,57.8,0,0
군위,2017-01-02 16:00,9.6,267.5,2.6,0,1010.8,1020.8,61.6,0,0
군위,2017-01-02 17:00,8.3,292.5,0.9,0,1011.1,1021.2,63.8,0,0
군위,2017-01-02 18:00,5.7,70.6,0.9,0,1011.2,1021.4,74.8,0,0
군위,2017-01-02 19:00,4.5,59.8,1.1,0,1011.4,1021.6,81.7,0,0
군위,2017-01-02 20:00,2.8,63.4,0.7,0,1011.6,1021.9,88.8,0,0
군위,2017-01-02 21:00,1,86.3,0.7,0,1011.7,1022.1,89.9,0,0
군위,2017-01-02 22:00,0.4,76.4,0.9,0,1011.9,1022.3,93.6,0,0
군위,2017-01-02 23:00,0.1,31.1,0.7,0,1012,1022.4,93.2,0,0
군위,2017-01-03 0:00,-0.3,65.6,0.6,0,1012.2,1022.6,93.7,0,0
군위,2017-01-03 1:00,-0.6,57.5,1,0,1012.1,1022.6,94.3,0,0
군위,2017-01-03 2:00,-0.7,50.4,0.5,0,1012.5,1023,94.1,0,0
군위,2017-01-03 3:00,-1.5,87.9,1.1,0,1013.1,1023.6,94.2,0,0
군위,2017-01-03 4:00,-1.2,81.7,1.5,0,1013.4,1023.9,91.3,0,0
군위,2017-01-03 5:00,-1.9,0,0.3,0,1013.5,1024,92,0,0
군위,2017-01-03 6:00,-2.5,72.9,1,0,1013.8,1024.4,93.4,0,0
군위,2017-01-03 7:00,-3.2,78.8,0.5,0,1014.2,1024.8,93.9,0,0
군위,2017-01-03 8:00,-3.4,0,0.3,0,1014.8,1025.4,94,0,0
군위,2017-01-03 9:00,-2.3,58.6,0.6,0,1015.3,1025.9,93.1,0,0
군위,2017-01-03 10:00,1.1,99.5,0.5,0,1015.5,1025.9,80.9,0,0
군위,2017-01-03 11:00,5.4,150.3,1.2,0,1015.1,1025.4,53.8,0,0
군위,2017-01-03 12:00,7.8,241.8,1.9,0,1014.2,1024.3,40.7,0,0
군위,2017-01-03 13:00,8.5,205.8,2.1,0,1013.1,1023.2,39.3,0,0
군위,2017-01-03 14:00,9.5,225.6,3.9,0,1012.9,1022.9,37.3,0,0
군위,2017-01-03 15:00,9.6,224,2.8,0,1012.6,1022.6,36.4,0,0
군위,2017-01-03 16:00,9.1,240.5,4.1,0,1012.3,1022.4,36.1,0,0
군위,2017-01-03 17:00,6.6,232.9,1.7,0,1012.2,1022.4,42.8,0,0
군위,2017-01-03 18:00,2.9,0,0.3,0,1012.5,1022.8,56.8,0,0
군위,2017-01-03 19:00,-0.7,241.1,2.4,0,1012.9,1023.4,74.2,0,0
군위,2017-01-03 20:00,-0.7,0,0.2,0,1013,1023.5,79.6,0,0
군위,2017-01-03 21:00,-1.8,0,0.4,0,1013.2,1023.7,82.7,0,0
군위,2017-01-03 22:00,-2.2,133.2,0.8,0,1013.4,1023.9,79.7,0,0
군위,2017-01-03 23:00,-2.8,60.6,1,0,1013.3,1023.9,81.7,0,0
군위,2017-01-04 0:00,-4.1,0,0,0,1013.3,1023.9,87.4,0,0
군위,2017-01-04 1:00,-4,52.2,0.6,0,1013.3,1023.9,87.3,0,0
군위,2017-01-04 2:00,-4.1,50.9,0.6,0,1013.2,1023.8,88,0,0
군위,2017-01-04 3:00,-4.8,0,0.3,0,1013.6,1024.3,90,0,0
군위,2017-01-04 4:00,-5.6,0,0.2,0,1013.7,1024.4,91.1,0,0
군위,2017-01-04 5:00,-4.5,77.6,0.8,0,1013.4,1024,91.1,0,0
군위,2017-01-04 6:00,-3.5,0,0.1,0,1013.4,1024,89,0,0
군위,2017-01-04 7:00,-2.8,98.8,0.8,0,1013.8,1024.4,88.1,0,0
군위,2017-01-04 8:00,-2.7,76.5,0.6,0,1013.8,1024.4,87.9,0,0
군위,2017-01-04 9:00,-1.5,0,0.4,0,1014.4,1024.9,87.8,0,0
군위,2017-01-04 10:00,0.5,0,0.2,0,1015.1,1025.6,80.7,0,0
군위,2017-01-04 11:00,3.2,235.8,1.3,0,1015.1,1025.4,74.7,0,0
군위,2017-01-04 12:00,8.8,0,0.4,0,1013.8,1023.9,57.7,0,0
군위,2017-01-04 13:00,9.2,330.6,2.7,0,1012.7,1022.8,53.1,0,0
군위,2017-01-04 14:00,10.1,333.9,2,0,1012.4,1022.5,43.4,0,0
군위,2017-01-04 15:00,10.6,326.6,1,0,1012.2,1022.2,40.6,0,0
군위,2017-01-04 16:00,10.1,295.8,1.3,0,1012.2,1022.3,43.2,0,0
군위,2017-01-04 17:00,7.4,255.9,1.7,0,1012.7,1022.8,55.8,0,0
군위,2017-01-04 18:00,4.5,0,0.3,0,1013.1,1023.4,67.4,0,0
군위,2017-01-04 19:00,2.1,134.3,0.7,0,1013.6,1024,74.6,0,0
군위,2017-01-04 20:00,0.2,0,0.2,0,1013.9,1024.4,81.7,0,0
군위,2017-01-04 21:00,-0.4,0,0.3,0,1014.6,1025.1,87.1,0,0
군위,2017-01-04 22:00,-1,0,0.4,0,1014.5,1025,87.5,0,0
군위,2017-01-04 23:00,-2.4,53.7,0.5,0,1014.7,1025.3,91.1,0,0
군위,2017-01-05 0:00,-2.9,0,0,0,1015.2,1025.8,93.2,0,0
군위,2017-01-05 1:00,-3.3,0,0.4,0,1015.4,1026,94.1,0,0
군위,2017-01-05 2:00,-3.1,0,0.4,0,1015.9,1026.5,94.4,0,0
군위,2017-01-05 3:00,-3.7,0,0.3,0,1016.1,1026.7,94,0,0
군위,2017-01-05 4:00,-3.7,42.4,0.8,0,1015.9,1026.5,94.2,0,0
군위,2017-01-05 5:00,-4,0,0.4,0,1015.9,1026.5,93.8,0,0
군위,2017-01-05 6:00,-4,46.3,0.5,0,1016.4,1027,94.1,0,0
군위,2017-01-05 7:00,-3.8,112.8,0.5,0,1016.8,1027.4,94,0,0
군위,2017-01-05 8:00,-3.6,0,0.4,0,1017.3,1027.9,93.4,0,0
군위,2017-01-05 9:00,-2.4,0,0.1,0,1017.7,1028.3,93.7,0,0
군위,2017-01-05 10:00,-0.2,218.9,0.6,0,1018.5,1029,89.2,0,0
군위,2017-01-05 11:00,3.4,244.4,1.3,0,1018.3,1028.7,75.1,0,0
군위,2017-01-05 12:00,5.1,243.3,0.9,0,1018,1028.3,67.1,0,0
군위,2017-01-05 13:00,6.8,,,0,1017.3,1027.5,62.8,0,0
군위,2017-01-05 14:00,8.3,,,0,1017.1,1027.2,61.1,0,0
군위,2017-01-05 15:00,7.8,65.5,3.5,0,1017.1,1027.3,63.2,0,0
군위,2017-01-05 16:00,7.2,72.3,4.4,0,1018,1028.2,61.2,0,0
군위,2017-01-05 17:00,6.6,88,2,0,1018.4,1028.6,65.2,0,0
군위,2017-01-05 18:00,6,104.5,3.1,0,1019,1029.3,67.9,0,0
군위,2017-01-05 19:00,5.8,106.3,2.4,0,1019.3,1029.6,68.5,0,0
군위,2017-01-05 20:00,5.4,42,1.6,0,1019.6,1029.9,70,0,0
군위,2017-01-05 21:00,4.8,22,1.4,0,1019.7,1030,72.8,0,0
군위,2017-01-05 22:00,4.4,3,1,0,1019.8,1030.1,74.3,0,0
군위,2017-01-05 23:00,3.7,249.9,0.6,0,1020,1030.4,78.6,0,0
군위,2017-01-06 0:00,3.8,358.2,0.7,0,1019.7,1030.1,78.2,0,0
군위,2017-01-06 1:00,3,250,1.2,0,1019.5,1029.9,82.3,0,0
군위,2017-01-06 2:00,2.9,260.9,0.5,0,1019.2,1029.6,83.4,0,0
군위,2017-01-06 3:00,3.5,356.9,2.5,0,1019.6,1030,77.6,0,0
군위,2017-01-06 4:00,2.9,252.1,1.1,0,1019.3,1029.7,80.8,0,0
군위,2017-01-06 5:00,2.5,0,0.4,0,1019.1,1029.5,82.7,0,0
군위,2017-01-06 6:00,1.9,241.9,1.3,0,1019,1029.4,86.6,0,0
군위,2017-01-06 7:00,1.3,253.5,0.7,0,1019.2,1029.7,88.5,0,0
군위,2017-01-06 8:00,0.3,243,0.8,0,1019.3,1029.8,90.5,0,0
군위,2017-01-06 9:00,2,0,0.2,0,1019.7,1030.1,88.5,0,0
군위,2017-01-06 10:00,6.2,250.6,0.7,0,1019.8,1030.1,68.7,0,0
군위,2017-01-06 11:00,5.9,19.8,2.1,0,1019.4,1029.7,66.9,0,0
군위,2017-01-06 12:00,6.6,30.9,1.5,0,1018.2,1028.4,63.5,0,0
군위,2017-01-06 13:00,7.4,227.7,1.7,0,1017.3,1027.5,57.5,0,0
군위,2017-01-06 14:00,7.7,162.1,0.6,0,1016.5,1026.7,54.5,0,0
군위,2017-01-06 15:00,8.2,266.4,1.5,0,1016,1026.1,53.6,0,0
군위,2017-01-06 16:00,7.7,222.5,1.3,0,1015.8,1026,54.5,0,0
군위,2017-01-06 17:00,5.4,246.7,1.5,0,1015.7,1026,65.7,0,0
군위,2017-01-06 18:00,2.2,0,0,0,1016,1026.4,77.8,0,0
군위,2017-01-06 19:00,0.7,0,0,0,1016.8,1027.3,84.7,0,0
군위,2017-01-06 20:00,-0.6,0,0,0,1016.6,1027.1,90,0,0
군위,2017-01-06 21:00,-1.5,0,0,0,1016.5,1027,91.3,0,0
군위,2017-01-06 22:00,-2.2,0,0.2,0,1016.3,1026.9,93.6,0,0
군위,2017-01-06 23:00,-2.9,0,0,0,1016.1,1026.7,94.4,0,0
군위,2017-01-07 0:00,-3.3,55.7,0.5,0,1015.7,1026.3,94.6,0,0
군위,2017-01-07 1:00,-3.9,0,0.1,0,1015.2,1025.8,94.4,0,0
군위,2017-01-07 2:00,-3.9,0,0.4,0,1015.5,1026.1,94.6,0,0
군위,2017-01-07 3:00,-4.2,0,0,0,1015.3,1025.9,94.4,0,0
군위,2017-01-07 4:00,-4.9,0,0,0,1014.7,1025.4,94.2,0,0
군위,2017-01-07 5:00,-5.5,0,0.3,0,1014.6,1025.3,93.8,0,0
군위,2017-01-07 6:00,-5.4,0,0.1,0,1015,1025.7,94.1,0,0
군위,2017-01-07 7:00,-5.8,0,0.1,0,1015,1025.7,93.9,0,0
군위,2017-01-07 8:00,-5.2,0,0.2,0,1014.9,1025.6,93.8,0,0
군위,2017-01-07 9:00,-3.8,46.3,0.6,0,1015.4,1026,94.3,0,0
군위,2017-01-07 10:00,-3.1,0,0.1,0,1015.3,1025.9,94.7,0,0
군위,2017-01-07 11:00,-0.9,246.5,0.6,0,1014.7,1025.2,95.2,0,0
군위,2017-01-07 12:00,4.1,275.5,0.8,0,1013.4,1023.7,92.1,0,0
군위,2017-01-07 13:00,6.7,266.9,0.9,0,1011.5,1021.7,61.6,0,0
군위,2017-01-07 14:00,7.2,321.5,1.5,0,1010.4,1020.5,59,0,0
군위,2017-01-07 15:00,7.1,321.1,2.3,0,1009.9,1020,60.2,0,0
군위,2017-01-07 16:00,6.6,344.5,1.9,0,1010,1020.2,61.2,0,0
군위,2017-01-07 17:00,5.5,334.8,1.8,0,1009.4,1019.6,64.4,0,0
군위,2017-01-07 18:00,3.8,352.3,0.6,0,1010.1,1020.4,73.1,0,0
군위,2017-01-07 19:00,2.6,0,0.2,0,1010.2,1020.5,79,0,0
군위,2017-01-07 20:00,2.1,14.9,0.5,0,1009.8,1020.1,80.5,0,0
군위,2017-01-07 21:00,1.5,34.4,0.6,0,1010.2,1020.6,87,0,0
군위,2017-01-07 22:00,1,0,0.1,0,1010,1020.4,88.9,0,0
군위,2017-01-07 23:00,0.8,0,0.1,0,1010,1020.4,88.1,0,0
군위,2017-01-08 0:00,0.8,0,0.4,0,1009.9,1020.3,89.9,0,0
군위,2017-01-08 1:00,0.8,0,0.4,0,1009.4,1019.8,90.4,0,0
군위,2017-01-08 2:00,0.8,342.2,0.5,0,1008.6,1019,91,0,0
군위,2017-01-08 3:00,0.7,0,0.3,0,1008.5,1018.9,90.8,0,0
군위,2017-01-08 4:00,1.1,0,0.2,0,1007.6,1018,89.9,0,0
군위,2017-01-08 5:00,1.3,0,0.3,0,1006.9,1017.2,88.3,0,0
군위,2017-01-08 6:00,0.8,219.2,0.5,0,1006.4,1016.8,90.2,0,0
군위,2017-01-08 7:00,1.1,0,0.1,0,1006.3,1016.6,90.7,0,0
군위,2017-01-08 8:00,1.1,245.8,0.7,0,1006.3,1016.6,91.2,0,0
군위,2017-01-08 9:00,2,0,0.4,0,1006.4,1016.7,88.9,0,0
군위,2017-01-08 10:00,4.5,251.2,0.5,0,1006.2,1016.4,79.3,0,0
군위,2017-01-08 11:00,6.6,303.6,0.5,0,1005.6,1015.7,70.3,0,0
군위,2017-01-08 12:00,9,181.8,0.5,0,1004.3,1014.3,62.7,0,0
군위,2017-01-08 13:00,11.3,319,1.3,0,1002.8,1012.7,56,0,0
군위,2017-01-08 14:00,12.3,357.1,1.2,0,1002,1011.8,52.3,0,0
군위,2017-01-08 15:00,11.2,23.4,1.8,0,1001.6,1011.5,53.7,0,0
군위,2017-01-08 16:00,11.4,64.5,0.9,0,1001.6,1011.5,52.4,0,0
군위,2017-01-08 17:00,9.8,341.3,1.3,0,1001.5,1011.5,60.6,0,0
군위,2017-01-08 18:00,8.2,10.3,0.9,0,1001.3,1011.3,65.7,0,0
군위,2017-01-08 19:00,5.8,0,0.4,0,1001.2,1011.3,73.2,0,0
군위,2017-01-08 20:00,4.3,0,0.4,0,1001.6,1011.7,82.5,0,0
군위,2017-01-08 21:00,3.9,70,0.5,0,1001.7,1011.9,83.7,0,0
군위,2017-01-08 22:00,3.8,102.9,0.5,0,1001.7,1011.9,85.4,0,0
군위,2017-01-08 23:00,3.8,65.4,0.5,0,1001.8,1012,85,0,0
군위,2017-01-09 0:00,3.2,235.9,0.6,0,1001.5,1011.7,87.1,0,0
군위,2017-01-09 1:00,3.4,0,0.1,0,1001.4,1011.6,89.2,0,0
군위,2017-01-09 2:00,6.5,343.8,2.6,0,1001.8,1011.9,70,0,0
군위,2017-01-09 3:00,6.1,339.3,2.6,0,1002.3,1012.4,70.1,0,0
군위,2017-01-09 4:00,5.6,336.8,2.8,0,1002.4,1012.5,70.5,0,0
군위,2017-01-09 5:00,5.3,274.9,2.7,0,1002.5,1012.6,70.8,0,0
군위,2017-01-09 6:00,5.1,260.6,2.6,0,1002.7,1012.9,68,0,0
군위,2017-01-09 7:00,5.2,283.5,2.4,0,1003.4,1013.6,59,0,0
군위,2017-01-09 8:00,4.9,269.6,3.9,0,1003.9,1014.1,62.3,0,0
군위,2017-01-09 9:00,4.5,267.3,2.9,0,1004.9,1015.1,65,0,0
군위,2017-01-09 10:00,4.4,248.3,2.1,0,1005.9,1016.1,68.7,0,0
군위,2017-01-09 11:00,5.6,273.7,3.3,0,1006,1016.2,58.9,0,0
군위,2017-01-09 12:00,6.7,282.5,3.9,0,1005.5,1015.6,57,0,0
군위,2017-01-09 13:00,7.4,286.2,4.2,0,1004.9,1015,49.4,0,0
군위,2017-01-09 14:00,7.7,279.7,3.5,0,1004.8,1014.9,47.8,0,0
군위,2017-01-09 15:00,8.3,280.6,3.1,0,1004.8,1014.8,41.5,0,0
군위,2017-01-09 16:00,7.6,268.3,4.7,0,1005.1,1015.2,40.4,0,0
군위,2017-01-09 17:00,5.9,243.9,2.3,0,1006.1,1016.2,41.5,0,0
군위,2017-01-09 18:00,4.8,282.9,2.9,0,1006.8,1017,41.7,0,0
군위,2017-01-09 19:00,3.6,313.6,1.6,0,1007.6,1017.8,45.1,0,0
군위,2017-01-09 20:00,1.2,5.6,0.6,0,1008.3,1018.7,53.7,0,0
군위,2017-01-09 21:00,-0.9,38.6,1,0,1008.7,1019.1,64.3,0,0
군위,2017-01-09 22:00,-1.7,262.8,0.8,0,1008.8,1019.3,64,0,0
군위,2017-01-09 23:00,-2.9,18.8,0.6,0,1009.2,1019.7,75.3,0,0
군위,2017-01-10 0:00,-3.4,80.8,0.7,0,1009.4,1020,78.4,0,0
군위,2017-01-10 1:00,-4,62.8,0.8,0,1009.7,1020.3,80.7,0,0
군위,2017-01-10 2:00,-5.1,0,0.4,0,1010.3,1020.9,85.7,0,0
군위,2017-01-10 3:00,-5.4,51.7,0.9,0,1010.4,1021,86.4,0,0
군위,2017-01-10 4:00,-6.1,0,0.2,0,1010.4,1021.1,89.8,0,0
군위,2017-01-10 5:00,-6.7,0,0.3,0,1010.6,1021.3,91,0,0
군위,2017-01-10 6:00,-3.7,321.8,1.9,0,1010.8,1021.4,84.6,0,0
군위,2017-01-10 7:00,-2.3,273.5,3.9,0,1011.3,1021.8,64.7,0,0
군위,2017-01-10 8:00,-2.5,279,2.6,0,1012.1,1022.6,62.8,0,0
군위,2017-01-10 9:00,-0.8,265.5,2.8,0,1012.5,1023,57,0,0
군위,2017-01-10 10:00,0.7,288.9,2.6,0,1013,1023.4,37.2,0,0
군위,2017-01-10 11:00,1.2,333.9,3.5,0,1013.3,1023.7,32.7,0,0
군위,2017-01-10 12:00,2.7,279.4,2.6,0,1012.2,1022.5,32.1,0,0
군위,2017-01-10 13:00,3.3,301.2,3.3,0,1011,1021.3,35.7,0,0
군위,2017-01-10 14:00,3.8,314.4,3.9,0,1010.5,1020.8,37.3,0,0
군위,2017-01-10 15:00,4.6,261.3,4.2,0,1010.7,1020.9,41.7,0,0
군위,2017-01-10 16:00,3.3,284.9,3.4,0,1011.2,1021.5,43.3,0,0
군위,2017-01-10 17:00,2.3,283.8,4.2,0,1011.5,1021.8,47.9,0,0
군위,2017-01-10 18:00,1.2,283.3,3.2,0,1011.8,1022.2,51.7,0,0
군위,2017-01-10 19:00,0.3,265.7,2.8,0,1012.3,1022.7,54.3,0,0
군위,2017-01-10 20:00,-0.6,273.2,2.9,0,1012.6,1023.1,53.5,0,0
군위,2017-01-10 21:00,-1.2,263.6,3.9,0,1013,1023.5,51.3,0,0
군위,2017-01-10 22:00,-2.1,272.4,2.8,0,1014,1024.5,56.1,0,0
군위,2017-01-10 23:00,-2.8,257.8,1.3,0,1014.7,1025.3,56.3,0,0
군위,2017-01-11 0:00,-3.2,284.9,1.8,0,1014.6,1025.2,54.5,0,0
군위,2017-01-11 1:00,-3.3,287.1,1.8,0,1014.8,1025.4,45.6,0,0
군위,2017-01-11 2:00,-4.1,295.7,1.2,0,1015.5,1026.1,47.9,0,0
군위,2017-01-11 3:00,-4.5,272.3,1.9,0,1015.9,1026.6,51.4,0,0
군위,2017-01-11 4:00,-5.2,269.4,1.4,0,1015.7,1026.4,52,0,0
군위,2017-01-11 5:00,-5.8,287.8,1.2,0,1015.8,1026.5,48.4,0,0
군위,2017-01-11 6:00,-7.1,334.3,0.6,0,1016.3,1027.1,50.3,0,0
군위,2017-01-11 7:00,-8.1,170.8,0.5,0,1017,1027.8,50.4,0,0
군위,2017-01-11 8:00,-7.7,247.8,1.2,0,1017.4,1028.2,41.9,0,0
군위,2017-01-11 9:00,-4.1,223.5,1.8,0,1017.7,1028.4,32.2,0,0
군위,2017-01-11 10:00,-2.7,249.9,2.9,0,1017.8,1028.4,29.7,0,0
군위,2017-01-11 11:00,-2,314.9,2.8,0,1016.6,1027.2,28.2,0,0
군위,2017-01-11 12:00,0.4,285.6,2.6,0,1015,1025.5,28.3,0,0
군위,2017-01-11 13:00,1.2,278.1,3.2,0,1013.5,1023.9,30,0,0
군위,2017-01-11 14:00,1.9,306.3,3.5,0,1012.5,1022.9,31.6,0,0
군위,2017-01-11 15:00,2.6,271.1,2.9,0,1012.2,1022.5,34.6,0,0
군위,2017-01-11 16:00,1.7,280.7,4.2,0,1012.4,1022.8,41.7,0,0
군위,2017-01-11 17:00,1,286.8,2.7,0,1012.5,1022.9,44.9,0,0
군위,2017-01-11 18:00,-0.6,287,1.6,0,1012.9,1023.4,51.9,0,0
군위,2017-01-11 19:00,-1.3,263.7,2,0,1012.5,1023,56.3,0,0
군위,2017-01-11 20:00,-2.7,2.6,0.8,0,1012.1,1022.6,64.5,0,0
군위,2017-01-11 21:00,-2.4,288.9,1.7,0,1012.2,1022.7,65.8,0,0
군위,2017-01-11 22:00,-3.3,0,0.4,0,1012.6,1023.2,68.4,0,0
군위,2017-01-11 23:00,-2.6,256.6,0.6,0,1013.2,1023.8,68.2,0,0
군위,2017-01-12 0:00,-4,62.1,0.7,0,1012.8,1023.4,73.8,0,0
군위,2017-01-12 1:00,-3.5,36.3,0.5,0,1012.2,1022.8,75.1,0,0
군위,2017-01-12 2:00,-4.6,48.8,0.5,0,1011.7,1022.3,76.1,0,0
군위,2017-01-12 3:00,-5.1,90.6,1.4,0,1011,1021.6,81,0,0
군위,2017-01-12 4:00,-5.9,49.5,1.2,0,1010.5,1021.2,83.1,0,0
군위,2017-01-12 5:00,-6.6,74.2,0.8,0,1009.9,1020.6,84.4,0,0
군위,2017-01-12 6:00,-6.5,61.7,1.4,0,1009.2,1019.9,85.7,0,0
군위,2017-01-12 7:00,-6.7,64.5,1.3,0,1009.1,1019.8,86.5,0,0
군위,2017-01-12 8:00,-6.8,52.7,0.5,0,1008.6,1019.3,90.7,0,0
군위,2017-01-12 9:00,-4.6,66.4,0.9,0,1008.8,1019.4,82.7,0,0
군위,2017-01-12 10:00,2.5,204.7,0.6,0,1008.3,1018.6,64.2,0,0
군위,2017-01-12 11:00,5.2,247.6,4.5,0,1007.4,1017.6,47,0,0
군위,2017-01-12 12:00,6.4,259.2,6.6,0,1005.9,1016,35.8,0,0
군위,2017-01-12 13:00,5.4,255.9,4.7,0,1004.7,1014.9,42.6,0,0
군위,2017-01-12 14:00,4.2,341.5,5.3,0,1004.9,1015.1,58.6,0,0
군위,2017-01-12 15:00,2.8,290.3,3,0,1005.1,1015.3,60.1,0,0
군위,2017-01-12 16:00,2.8,281,4.1,0,1004.9,1015.1,58.6,0,0
군위,2017-01-12 17:00,2.3,271,4,0,1004.8,1015.1,58.9,0,0
군위,2017-01-12 18:00,1.6,268.7,2.8,0,1004.8,1015.1,59.4,0,0
군위,2017-01-12 19:00,1,277.6,3.1,0,1005,1015.3,57.1,0,0
군위,2017-01-12 20:00,-0.4,258.5,4.2,0,1005.3,1015.7,52.6,0,0
군위,2017-01-12 21:00,-0.9,263.7,4.4,0,1005.7,1016.1,40.9,0,0
군위,2017-01-12 22:00,-1.6,263.2,4.3,0,1006,1016.4,40.5,0,0
군위,2017-01-12 23:00,-2,263.4,2.9,0,1006.3,1016.8,41.7,0,0
군위,2017-01-13 0:00,-2.4,291.2,2.3,0,1006.3,1016.8,46.1,0,0
군위,2017-01-13 1:00,-2.7,284.6,2.5,0,1006.2,1016.7,41.3,0,0
군위,2017-01-13 2:00,-3.1,278.1,3.1,0,1007,1017.5,37.4,0,0
군위,2017-01-13 3:00,-3.8,295.1,1.4,0,1007.3,1017.8,36.6,0,0
군위,2017-01-13 4:00,-4.1,275.5,2.5,0,1006.9,1017.5,36,0,0
군위,2017-01-13 5:00,-4.7,268.3,2.9,0,1006.9,1017.5,36,0,0
군위,2017-01-13 6:00,-5.7,320.6,1.6,0,1006.8,1017.4,41,0,0
군위,2017-01-13 7:00,-8.1,43.6,0.7,0,1006.9,1017.6,57.4,0,0
군위,2017-01-13 8:00,-7.9,0,0.4,0,1006.8,1017.5,60.7,0,0
군위,2017-01-13 9:00,-5.5,73,1,0,1006.4,1017,53,0,0
군위,2017-01-13 10:00,-2,147.3,1.3,0,1005.8,1016.3,45.3,0,0
군위,2017-01-13 11:00,0.3,188.1,2.1,0,1004.9,1015.3,40.4,0,0
군위,2017-01-13 12:00,2.2,249,3.6,0,1003.3,1013.6,42.8,0,0
군위,2017-01-13 13:00,3.1,235.7,4.1,0,1002.1,1012.3,44.2,0,0
군위,2017-01-13 14:00,2.7,255.7,5.6,0,1001.6,1011.8,54.5,0,0
군위,2017-01-13 15:00,1.6,309.5,4.3,0,1002.3,1012.6,58.4,0,0
군위,2017-01-13 16:00,0.8,278.1,5.1,0,1003.5,1013.8,44.7,0,0
군위,2017-01-13 17:00,-0.6,277.4,4.5,0,1004.3,1014.7,44.5,0,0
군위,2017-01-13 18:00,-2.4,285.4,2.3,0,1005.4,1015.9,48.8,0,0
군위,2017-01-13 19:00,-3.4,259.5,2.8,0,1006.2,1016.7,54.2,0,0
